the_geom,PHYSICALID,OBJECTID,STNAME_LAB,BOROUGHCOD,SEGMENTLEN,B5SC,BPHYS_ID,PlntSeas
"LINESTRING (-74.00805376818509 40.6197002774845, -74.00863712371739 40.619142173569045)",43057,41732,13 AV,3,259.94487424,306380,343057,Spring15
"LINESTRING (-74.00863712371739 40.619142173569045, -74.00921772752766 40.61858223972465)",43058,41733,13 AV,3,259.99330061,306380,343058,Spring15
"LINESTRING (-74.00921772752766 40.61858223972465, -74.00979985692992 40.61802381385816)",43059,41734,13 AV,3,259.82626984,306380,343059,Spring15
"LINESTRING (-74.00039749873474 40.61416567028729, -73.99957943660226 40.61366941198323)",43103,41778,77 ST,3,290.30101304,310430,343103,Fall15
"LINESTRING (-73.99957943660226 40.61366941198323, -73.9971709621748 40.61221488326116)",43112,41787,77 ST,3,853.21303259,310430,343112,Fall15
"LINESTRING (-73.9622885519631 40.715579531837534, -73.9608807046748 40.71489214373338)",43467,42141,N 1 ST,3,463.72061657,365830,343467,Fall15
"LINESTRING (-73.9532050117459 40.63969289168997, -73.95227830940723 40.639749477656096)",43914,42573,NEWKIRK AV,3,258.01410251,365030,343914,Fall15
"LINESTRING (-73.95227830940723 40.639749477656096, -73.95130514580273 40.63980771955867)",43915,42574,NEWKIRK AV,3,270.91559675,365030,343915,Fall15
"LINESTRING (-73.96229196645326 40.70992068786306, -73.96156342916191 40.70966060445385, -73.96120804089053 40.709547020848674)",43936,42595,BROADWAY,3,329.967602,323230,343936,Fall15
"LINESTRING (-73.94222203412994 40.68942797902013, -73.93938872439058 40.689756280648254)",44082,42740,GREENE AV,3,794.79705666,345930,344082,Fall15
"LINESTRING (-73.9364673128523 40.69009075850431, -73.9335416361589 40.69042807740032)",44084,42742,GREENE AV,3,820.60743853,345930,344084,Fall15
"LINESTRING (-73.9335416361589 40.69042807740032, -73.93061691455304 40.690761540339636)",44085,42743,GREENE AV,3,820.13205127,345930,344085,Fall15
"LINESTRING (-73.95411036228853 40.59692073881007, -73.9531494741268 40.59702791851953)",44211,42867,AV V,3,269.68938792,314680,344211,Fall15
"LINESTRING (-73.95507631428455 40.596815390112184, -73.95411036228853 40.59692073881007)",44212,42868,AV V,3,270.98616045,314680,344212,Fall15
"LINESTRING (-73.9499322895576 40.64507290252371, -73.94985949289698 40.64438861205271)",44270,42925,E 29 ST,3,250.1229553,336130,344270,Fall15
"LINESTRING (-73.9498594917141 40.64438861295269, -73.94982407955985 40.64406423893792, -73.9497280844415 40.64318502999072)",44273,42928,E 29 ST,3,440.01167801,336130,344273,Fall15
"LINESTRING (-73.94902774689244 40.72633091422668, -73.94837198327812 40.72654791400544)",45228,43866,NORMAN AV,3,198.20876671,365730,345228,Fall15
"LINESTRING (-73.94837198327812 40.72654791400544, -73.94754344594594 40.72682217678048)",45237,43875,NORMAN AV,3,250.44259791,365730,345237,Fall15
"LINESTRING (-73.94754344594594 40.72682217678048, -73.94671534136072 40.72709443465671)",45238,43876,NORMAN AV,3,250.04132167,365730,345238,Fall15
"LINESTRING (-73.94671534136072 40.72709443465671, -73.94587891843182 40.727354552804705)",45239,43877,NORMAN AV,3,250.4516421,365730,345239,Fall15
"LINESTRING (-73.94587891843182 40.727354552804705, -73.94574163435139 40.727381467445284)",45240,43878,NORMAN AV,3,39.29387604,365730,345240,Fall15
"LINESTRING (-73.94574163435139 40.727381467445284, -73.94480642313302 40.72748493359241)",45241,43879,NORMAN AV,3,261.9360166,365730,345241,Fall15
"LINESTRING (-73.94480642313302 40.72748493359241, -73.94387254925668 40.727571183168386)",45242,43880,NORMAN AV,3,260.73886036,365730,345242,Fall15
"LINESTRING (-73.94387254925668 40.727571183168386, -73.94294306087221 40.727661685850585)",45243,43881,NORMAN AV,3,259.72410616,365730,345243,Fall15
"LINESTRING (-73.94294306087221 40.727661685850585, -73.94199205298005 40.72775025390769)",45244,43882,NORMAN AV,3,265.554597,365730,345244,Fall15
"LINESTRING (-73.94199205298005 40.72775025390769, -73.94104370145635 40.727841173003064)",45245,43883,NORMAN AV,3,264.92879036,365730,345245,Fall15
"LINESTRING (-73.94104370145635 40.727841173003064, -73.94011514278183 40.72792922286034)",45246,43884,NORMAN AV,3,259.35537891,365730,345246,Fall15
"LINESTRING (-73.94011514278183 40.72792922286034, -73.93918164609234 40.728016686295945)",45247,43885,NORMAN AV,3,260.68714108,365730,345247,Fall15
"LINESTRING (-73.93918164609234 40.728016686295945, -73.9381893333128 40.72809979806895)",45248,43886,NORMAN AV,3,276.69547759,365730,345248,Fall15
"LINESTRING (-73.95215702971942 40.6089213530208, -73.95169115431126 40.606462455594865)",45260,43898,E 21 ST,3,905.13157636,335730,345260,Fall15
"LINESTRING (-73.95753460122997 40.68242098762946, -73.95596604601872 40.68259933923505)",45278,43916,JEFFERSON AV,3,439.87039859,353030,345278,Fall15
"LINESTRING (-73.93544387119483 40.68496332102238, -73.93252205943514 40.68529782466182)",45282,43920,JEFFERSON AV,3,819.45593742,353030,345282,Fall15
"LINESTRING (-73.92339592356778 40.68634445192247, -73.92073974689464 40.68664934110774)",45286,43924,JEFFERSON AV,3,744.98390173,353030,345286,Fall15
"LINESTRING (-73.946274403928 40.72286349306613, -73.94700392260003 40.72278339855312)",45570,44205,DRIGGS AV,3,204.30693394,334130,345570,Fall15
"LINESTRING (-73.94535670454864 40.72296576520325, -73.946274403928 40.72286349306613)",45571,44206,DRIGGS AV,3,257.08759056,334130,345571,Fall15
"LINESTRING (-73.94501510303581 40.72300343298057, -73.94535670454864 40.72296576520325)",45572,44207,DRIGGS AV,3,95.6761576,334130,345572,Fall15
"LINESTRING (-73.94408280099101 40.7230971682688, -73.94501510303581 40.72300343298057)",45573,44208,DRIGGS AV,3,260.66683227,334130,345573,Fall15
"LINESTRING (-73.94314598120158 40.723183464573665, -73.94408280099101 40.7230971682688)",45574,44209,DRIGGS AV,3,261.56853329,334130,345574,Fall15
"LINESTRING (-73.94222183245198 40.723273459809185, -73.94314598120158 40.723183464573665)",45575,44210,DRIGGS AV,3,258.24921558,334130,345575,Fall15
"LINESTRING (-73.94127249218127 40.72336496744788, -73.94222183245198 40.723273459809185)",45576,44211,DRIGGS AV,3,265.24535565,334130,345576,Fall15
"LINESTRING (-73.94032257284711 40.72345385368056, -73.94127249218127 40.72336496744788)",45577,44212,DRIGGS AV,3,265.28618619,334130,345577,Fall15
"LINESTRING (-73.93939643855009 40.723543971092134, -73.94032257284711 40.72345385368056)",45578,44213,DRIGGS AV,3,258.79967207,334130,345578,Fall15
"LINESTRING (-73.93891183823247 40.72357882496594, -73.93939643855009 40.723543971092134)",45579,44214,DRIGGS AV,3,134.92175787,334130,345579,Fall15
"LINESTRING (-73.94742471131975 40.72488462401837, -73.94659344544165 40.72515791522104)",45645,44277,NASSAU AV,3,251.00095205,363630,345645,Fall15
"LINESTRING (-73.94808774340777 40.724664705312996, -73.94742471131975 40.72488462401837)",45646,44278,NASSAU AV,3,200.48445099,363630,345646,Fall15
"LINESTRING (-73.94659344544165 40.72515791522104, -73.94577319342517 40.725431763918735)",45657,44289,NASSAU AV,3,248.28263091,363630,345657,Fall15
"LINESTRING (-73.94577319342517 40.725431763918735, -73.94543001197762 40.72551756439433)",45658,44290,NASSAU AV,3,100.12582864,363630,345658,Fall15
"LINESTRING (-73.94543001197762 40.72551756439433, -73.94449795678504 40.725615894842264)",45659,44291,NASSAU AV,3,260.81431842,363630,345659,Fall15
"LINESTRING (-73.94449795678504 40.725615894842264, -73.94356890815 40.72570814258275)",45660,44292,NASSAU AV,3,259.69185917,363630,345660,Fall15
"LINESTRING (-73.94356890815 40.72570814258275, -73.94263608872512 40.72579280586511)",45661,44293,NASSAU AV,3,260.38655009,363630,345661,Fall15
"LINESTRING (-73.94263608872512 40.72579280586511, -73.94168664398086 40.72588218264619)",45662,44294,NASSAU AV,3,265.16767784,363630,345662,Fall15
"LINESTRING (-73.94168664398086 40.72588218264619, -73.94073811878307 40.7259728740193)",45663,44295,NASSAU AV,3,264.97385549,363630,345663,Fall15
"LINESTRING (-73.94073811878307 40.7259728740193, -73.93980537061887 40.72606226999513)",45664,44296,NASSAU AV,3,260.57574835,363630,345664,Fall15
"LINESTRING (-73.93980537061887 40.72606226999513, -73.93887545013895 40.72615036318308)",45665,44297,NASSAU AV,3,259.73866334,363630,345665,Fall15
"LINESTRING (-73.93887545013895 40.72615036318308, -73.9379424736871 40.72623930269775)",45666,44298,NASSAU AV,3,260.61730156,363630,345666,Fall15
"LINESTRING (-73.94593170751386 40.69349761525073, -73.94310040954792 40.693823029316384)",45702,44334,HART ST,3,794.04003497,347630,345702,Fall15
"LINESTRING (-73.95255523518885 40.64490974202698, -73.95185330728083 40.64495407997946)",45720,44351,BEVERLY RD,3,195.46047729,319630,345720,Fall15
"LINESTRING (-73.95399536009165 40.64481987910021, -73.95255523518885 40.64490974202698)",45721,44352,BEVERLY RD,3,400.9881078,319630,345721,Fall15
"LINESTRING (-73.95473024795118 40.64477257834839, -73.95399536009165 40.64481987910021)",45722,44353,BEVERLY RD,3,204.6658075,319630,345722,Fall15
"LINESTRING (-73.94754496829266 40.64100547558448, -73.94744296840834 40.640047664407085)",45869,44490,E 31 ST,3,350.10293305,336180,345869,Spring10
"LINESTRING (-73.94778994665137 40.643305736375034, -73.94754496829266 40.64100547558448)",45870,44491,E 31 ST,3,840.80076166,336180,345870,Spring10
"LINESTRING (-73.95446646281125 40.691016838779156, -73.95432544449986 40.69028833969777)",46721,45335,SPENCER CT,3,268.27921339,379530,346721,Fall15
"LINESTRING (-73.95178509989466 40.64430506684771, -73.95079591294224 40.6443423426614)",46730,45344,CORTELYOU RD,3,274.84732543,329630,346730,Fall15
"LINESTRING (-73.95079591294224 40.6443423426614, -73.94985949289698 40.64438861205271)",46731,45345,CORTELYOU RD,3,260.41417869,329630,346731,Fall15
"LINESTRING (-73.95453798660267 40.686511174836696, -73.95088315080294 40.68693251811724)",46835,45445,QUINCY ST,3,1025.17592259,373050,346835,Fall15
"LINESTRING (-73.95088315080294 40.68693251811724, -73.94760207057695 40.687310403285636)",46839,45449,QUINCY ST,3,920.31253645,373050,346839,Fall15
"LINESTRING (-73.94476455838848 40.68763716043232, -73.94193245033611 40.68796295883085)",46841,45450,QUINCY ST,3,794.35135142,373050,346841,Fall15
"LINESTRING (-73.93909616205323 40.688288901441034, -73.93617170114284 40.68862674713213)",46843,45452,QUINCY ST,3,820.32463783,373050,346843,Fall15
"LINESTRING (-73.93617170114284 40.68862674713213, -73.93324840775726 40.688961034195835)",46844,45453,QUINCY ST,3,819.80645798,373050,346844,Fall15
"LINESTRING (-73.9241267034121 40.69000558759217, -73.92316966701912 40.69012340618371)",46848,45457,QUINCY ST,3,268.85623898,373050,346848,Fall15
"LINESTRING (-73.95237621712359 40.64070713876833, -73.95227830940723 40.639749477656096)",46934,45541,E 26 ST,3,349.95832431,335980,346934,Fall15
"LINESTRING (-73.95262169271666 40.64300631695839, -73.95258556726372 40.64266801423719, -73.95237621594143 40.640707138767844)",46935,45542,E 26 ST,3,840.41915373,335980,346935,Fall15
"LINESTRING (-73.9527538786394 40.644270374839834, -73.95262169271666 40.64300631695839)",46936,45543,E 26 ST,3,461.9893928,335980,346936,Fall15
"LINESTRING (-73.95227830940723 40.639749477656096, -73.95213852316053 40.6384434962753)",46937,45544,E 26 ST,3,477.38343756,335980,346937,Fall15
"LINESTRING (-73.95303667954208 40.60150590954948, -73.95260704331463 40.59925061804521)",46957,45564,E 19 ST,3,830.27734772,335680,346957,Fall15
"LINESTRING (-73.9540863810472 40.648719293370114, -73.95282189115869 40.64876966986785)",47033,45638,SNYDER AV,3,351.36807416,377930,347033,Spring11
"LINESTRING (-73.95683001707977 40.60108734844056, -73.95640210951221 40.59883320638858)",47075,45679,E 15 ST,3,829.79411402,335480,347075,Fall15
"LINESTRING (-73.95728347473934 40.60346964127937, -73.95683001707977 40.60108734844056)",47076,45680,E 15 ST,3,877.01725324,335480,347076,Fall15
"LINESTRING (-73.95330876178852 40.640649068530394, -73.95237621712359 40.64070713876833)",47099,45701,AV D,3,259.67011795,313880,347099,Fall15
"LINESTRING (-73.94948618338752 40.64088595525962, -73.9485146903501 40.64094537197168)",47103,45705,AV D,3,270.48269066,313880,347103,Fall15
"LINESTRING (-73.95412513896063 40.6466875333869, -73.95399536009165 40.64481987910021)",47137,45735,LOTT ST,3,681.39001313,357260,347137,Fall15
"LINESTRING (-73.95399536009165 40.64481987910021, -73.9539585887325 40.64422564844599)",47138,45736,LOTT ST,3,216.73475118,357260,347138,Fall15
"LINESTRING (-73.95355481381729 40.64294723638384, -73.95330876178852 40.640649068530394)",47141,45739,E 25 ST,3,840.06511263,335930,347141,Fall15
"LINESTRING (-73.95369288153971 40.644227766040814, -73.95355481381729 40.64294723638384)",47142,45740,E 25 ST,3,468.10272644,335930,347142,Fall15
"LINESTRING (-73.95346938790924 40.73027084510928, -73.9525066123715 40.730360008519284)",47235,45830,GREENPOINT AV,3,268.80774823,346030,347235,Fall15
"LINESTRING (-73.95424519994212 40.73019745836817, -73.95346938790924 40.73027084510928)",47236,45831,GREENPOINT AV,3,216.67627933,346030,347236,Fall15
"LINESTRING (-73.95563744677591 40.69689427651595, -73.9551970421149 40.694688002921296)",47307,45901,SPENCER ST,3,813.03488767,379730,347307,Fall15
"LINESTRING (-73.95607456273942 40.69909000154013, -73.95563744677591 40.69689427651595)",47308,45902,SPENCER ST,3,809.09808228,379730,347308,Fall15
"LINESTRING (-73.95518370901276 40.69919290274066, -73.95474566509365 40.69699460752523)",47310,45904,WALWORTH ST,3,810.06242054,389330,347310,Fall15
"LINESTRING (-73.95474566509365 40.69699460752523, -73.95430689679876 40.69479056355584)",47311,45905,WALWORTH ST,3,812.16339619,389330,347311,Fall15
"LINESTRING (-73.97613313659957 40.604636064263104, -73.97516681005591 40.60452043963996)",47737,46321,KINGS HWY,3,271.6139952,354050,347737,Fall15
"LINESTRING (-73.93690418994983 40.69228728783095, -73.93397844295944 40.69262440162988)",48186,46763,KOSCIUSZKO ST,3,820.58908838,354110,348186,Fall15
"LINESTRING (-73.95432544449986 40.69028833969777, -73.95161156477388 40.69059670098476)",48192,46767,KOSCIUSZKO ST,3,760.9536826,354110,348192,Fall15
"LINESTRING (-73.92325193035201 40.685611903083505, -73.9206165017229 40.685913935131175)",48374,46943,HANCOCK ST,3,739.14677794,347030,348374,Fall15
"LINESTRING (-73.9367579448698 40.69155615289547, -73.93661190689845 40.69082209115077)",48378,46946,LEWIS AV,3,270.48917003,355530,348378,Fall15
"LINESTRING (-73.9364673128523 40.69009075850431, -73.93632030313152 40.68935400317919)",48391,46959,LEWIS AV,3,271.50017998,355530,348391,Fall15
"LINESTRING (-73.93632030313152 40.68935400317919, -73.93617170114284 40.68862674713213)",48392,46960,LEWIS AV,3,268.14627469,355530,348392,Fall15
"LINESTRING (-73.93617170114284 40.68862674713213, -73.93602676424776 40.687891613368045)",48393,46961,LEWIS AV,3,270.83015758,355530,348393,Fall15
"LINESTRING (-73.93602676424776 40.687891613368045, -73.93601070838395 40.687811648729394, -73.93600014616875 40.687759049252584, -73.93597165148621 40.68761712414477, -73.93587979403733 40.68715954987186)",48394,46962,LEWIS AV,3,269.80867335,355530,348394,Fall15
"LINESTRING (-73.9358797940382 40.68715954897131, -73.93573599666671 40.68642827854259)",48395,46963,LEWIS AV,3,269.39153832,355530,348395,Fall15
"LINESTRING (-73.93544387119483 40.68496332102238, -73.93529964814333 40.684229483139916)",48398,46966,LEWIS AV,3,270.33399722,355530,348398,Fall15
"LINESTRING (-73.93529964814333 40.684229483139916, -73.9351547300266 40.68349718449603)",48399,46967,LEWIS AV,3,269.80813067,355530,348399,Fall15
"LINESTRING (-73.9351547300266 40.68349718449603, -73.9350082168858 40.682763768063104)",48400,46968,LEWIS AV,3,270.2771546,355530,348400,Fall15
"LINESTRING (-73.93457098325376 40.68056476125859, -73.9345083901823 40.680221692641524)",48404,46972,LEWIS AV,3,126.18973665,355530,348404,Fall15
"LINESTRING (-73.93486257263766 40.682030567990935, -73.93193904837652 40.68236838780893)",48535,47101,MAC DONOUGH ST,3,820.14104558,359530,348535,Fall15
"LINESTRING (-73.94344773376386 40.681046856196915, -73.94062005331384 40.681370130175054)",48538,47104,MAC DONOUGH ST,3,793.07674357,359530,348538,Fall15
"LINESTRING (-73.93193904837652 40.68236838780893, -73.9290088405151 40.68270290538715)",48540,47106,MAC DONOUGH ST,3,821.79102558,359530,348540,Fall15
"LINESTRING (-73.9290088405151 40.68270290538715, -73.92609461725338 40.683038709390594)",48541,47107,MAC DONOUGH ST,3,817.47266081,359530,348541,Fall15
"LINESTRING (-73.92609461725338 40.683038709390594, -73.92281374257824 40.68341442921204)",48542,47108,MAC DONOUGH ST,3,920.19073649,359530,348542,Fall15
"LINESTRING (-73.92281374257824 40.68341442921204, -73.92015620256598 40.68371824143908)",48543,47109,MAC DONOUGH ST,3,745.3313228,359530,348543,Fall15
"LINESTRING (-73.92015620256598 40.68371824143908, -73.91781882908658 40.68398732647053, -73.91741294350891 40.68403405172762)",48544,47110,MAC DONOUGH ST,3,769.48800328,359530,348544,Fall15
"LINESTRING (-73.94132609753966 40.654681311163344, -73.94085283241492 40.65471139008099, -73.94039520045848 40.65474046567408)",48649,47210,LENOX RD,3,259.19264473,355330,348649,Fall12
"LINESTRING (-73.91227301243636 40.68393496450444, -73.91088689953806 40.685369049033916)",48692,47253,DECATUR ST,3,648.66870801,332030,348692,Fall15
"LINESTRING (-73.91088689953806 40.685369049033916, -73.90943837483047 40.686844563246176)",48693,47254,DECATUR ST,3,671.09829979,332030,348693,Fall15
"LINESTRING (-73.90943837483047 40.686844563246176, -73.90798922203633 40.68831725790426)",48694,47255,DECATUR ST,3,670.37495613,332030,348694,Fall15
"LINESTRING (-73.90798922203633 40.68831725790426, -73.90654394333409 40.689790936810404)",48695,47256,DECATUR ST,3,670.01345476,332030,348695,Fall15
"LINESTRING (-73.90654394333409 40.689790936810404, -73.90509521753677 40.69126435136399)",48696,47257,DECATUR ST,3,670.50345534,332030,348696,Fall15
"LINESTRING (-73.90509521753677 40.69126435136399, -73.90354057111979 40.692848782091026)",48697,47258,DECATUR ST,3,720.48012051,332030,348697,Fall15
"LINESTRING (-73.93724229204194 40.727794148333004, -73.9381893333128 40.72809979806895)",48698,47259,BRIDGEWATER ST,3,285.13062882,321140,348698,Fall15
"LINESTRING (-73.91469935971242 40.6898354706361, -73.91394628044755 40.6894086959289)",48766,47326,EVERGREEN AV,3,260.37088531,340030,348766,Fall15
"LINESTRING (-73.91394628044755 40.6894086959289, -73.91319385204325 40.68898008150737)",48767,47327,EVERGREEN AV,3,260.62858353,340030,348767,Fall15
"LINESTRING (-73.91319385204325 40.68898008150737, -73.91260170070512 40.6886437353555, -73.91254327840346 40.68861055026049, -73.91244326399318 40.68855374003519)",48768,47328,EVERGREEN AV,3,259.72486791,340030,348768,Fall15
"LINESTRING (-73.91169120841381 40.688125269099366, -73.9112921146892 40.687898891730484, -73.91123504123522 40.687866516569024, -73.91094026169908 40.687699305609975)",48770,47330,EVERGREEN AV,3,259.72467117,340030,348770,Fall15
"LINESTRING (-73.91094026169908 40.687699305609975, -73.91018949228906 40.687270905940665)",48771,47331,EVERGREEN AV,3,260.21745012,340030,348771,Fall15
"LINESTRING (-73.90943837483047 40.686844563246176, -73.90868802537571 40.68641727068839)",48773,47333,EVERGREEN AV,3,259.88454781,340030,348773,Fall15
"LINESTRING (-73.94731056658776 40.685845485473166, -73.9444752819654 40.686171471100955)",48799,47359,MONROE ST,3,795.25357451,361730,348799,Fall15
"LINESTRING (-73.95640328958422 40.68479880416343, -73.9542464768925 40.68504624749489)",48802,47362,MONROE ST,3,604.93317083,361730,348802,Fall15
"LINESTRING (-73.95913206784186 40.68448514808052, -73.95640328958422 40.68479880416343)",48803,47363,MONROE ST,3,765.39088805,361730,348803,Fall15
"LINESTRING (-73.93587979403733 40.68715954987186, -73.93472341094089 40.6872929222871, -73.93359035218012 40.687423586899236, -73.93339346510747 40.68744629122644, -73.93332300256863 40.68745441718006, -73.93295847732838 40.68749645029173)",48806,47366,MONROE ST,3,819.42438419,361730,348806,Fall15
"LINESTRING (-73.92383408465307 40.68854094297621, -73.9211801744033 40.688847779906304)",48810,47370,MONROE ST,3,744.44451152,361730,348810,Fall15
"LINESTRING (-73.93865905150285 40.68609038910267, -73.93573599666671 40.68642827854259)",48916,47474,MADISON ST,3,819.96752787,358130,348916,Fall15
"LINESTRING (-73.93573599666671 40.68642827854259, -73.93281277314671 40.68676322099693)",48917,47475,MADISON ST,3,819.84929808,358130,348917,Fall15
"LINESTRING (-73.92988764975077 40.687099411793845, -73.92696697908508 40.68743781837126)",48919,47477,MADISON ST,3,819.3302642,358130,348919,Fall15
"LINESTRING (-73.92696697908508 40.68743781837126, -73.92368980028904 40.68781049469714)",48920,47478,MADISON ST,3,918.95345174,358130,348920,Fall15
"LINESTRING (-73.92368980028904 40.68781049469714, -73.92103218348872 40.6881145071569)",48921,47479,MADISON ST,3,745.31522023,358130,348921,Fall15
"LINESTRING (-73.92103218230568 40.68811450715609, -73.9200695362575 40.68823247533154, -73.91980961815662 40.68821124229143)",48922,47480,MADISON ST,3,342.90508902,358130,348922,Fall15
"LINESTRING (-73.94426447872085 40.71379532932873, -73.94258293721313 40.71395548722519)",48996,47549,DEVOE ST,3,469.79989678,332530,348996,Fall15
"LINESTRING (-73.90357555513377 40.84300406648567, -73.9029161546782 40.844181331503364)",50513,49020,WEBSTER AV,2,466.11190844,273720,250513,Fall15
"LINESTRING (-73.90415481973375 40.8419702515697, -73.90357555513377 40.84300406648567)",50514,49021,WEBSTER AV,2,409.33985836,273720,250514,Fall15
"LINESTRING (-73.90474557683864 40.840911940636374, -73.90415481973375 40.8419702515697)",50515,49022,WEBSTER AV,2,418.79869299,273720,250515,Fall15
"LINESTRING (-73.90486565559452 40.840696830764486, -73.90474557683864 40.840911940636374)",50516,49023,WEBSTER AV,2,85.12434961,273720,250516,Fall15
"LINESTRING (-73.90538358034057 40.839768983732846, -73.90486565559452 40.840696830764486)",50517,49024,WEBSTER AV,2,367.17153804,273720,250517,Fall15
"LINESTRING (-73.90597940498441 40.83850519555865, -73.90538358034057 40.839768983732846)",50518,49025,WEBSTER AV,2,489.07098314,273720,250518,Fall15
"LINESTRING (-73.90740200397677 40.83623228357047, -73.90733307038546 40.83634242619626, -73.90727112609181 40.836441400165036, -73.90721294137853 40.83653436452335, -73.90713954510608 40.836651634452025, -73.90697550470436 40.836913728883246, -73.90688497095329 40.8370583760519)",50519,49026,WEBSTER AV,2,333.25009922,273720,250519,Fall15
"LINESTRING (-73.90869131231133 40.83393834640522, -73.90857548059115 40.83414444269911, -73.90852151626999 40.834240456568935, -73.90837655998774 40.834498371021176, -73.90823980225672 40.8347416938872)",50520,49027,WEBSTER AV,2,318.24144359,273720,250520,Fall15
"LINESTRING (-73.909621306472 40.83228142206574, -73.90951895720916 40.83246377667177, -73.90946039492384 40.83256811607551, -73.90942257582755 40.832635496522556, -73.90937415319792 40.83272177091167)",50521,49028,WEBSTER AV,2,174.40586165,273720,250521,Fall15
"LINESTRING (-73.91049010640486 40.83073737251372, -73.909621306472 40.83228142206574)",50522,49029,WEBSTER AV,2,611.77762812,273720,250522,Fall15
"LINESTRING (-73.91138918191972 40.82913818397446, -73.91049010640486 40.83073737251372)",50523,49030,WEBSTER AV,2,633.54533316,273720,250523,Fall15
"LINESTRING (-73.91152370229491 40.82895978206289, -73.91138918191972 40.82913818397446)",50524,49031,WEBSTER AV,2,74.90457624,273720,250524,Fall15
"LINESTRING (-73.9116595097228 40.828748999160986, -73.91152370229491 40.82895978206289)",50525,49032,WEBSTER AV,2,85.49949041,273720,250525,Fall15
"LINESTRING (-73.91216982638794 40.827902220831895, -73.9116595097228 40.828748999160986)",50528,49035,WEBSTER AV,2,339.30135668,273720,250528,Fall15
"LINESTRING (-73.86546044825596 40.83213164213526, -73.86579353979634 40.834138685035605)",50539,49044,TAYLOR AV,2,737.02647911,267620,250539,Fall15
"LINESTRING (-73.86498592705075 40.83005641763279, -73.86546044825596 40.83213164213526)",50540,49045,TAYLOR AV,2,767.39963446,267620,250540,Fall15
"LINESTRING (-73.87153275430194 40.82918168067409, -73.87060571145888 40.82930641649753)",50647,49151,GLEASON AV,2,260.54682303,235720,250647,Fall15
"LINESTRING (-73.86776219050773 40.829687117375684, -73.8668387866804 40.82981097162528)",50651,49155,GLEASON AV,2,259.49740221,235720,250651,Fall15
"LINESTRING (-73.8668387866804 40.82981097162528, -73.86591342874162 40.829932114723036)",50652,49156,GLEASON AV,2,259.85994077,235720,250652,Fall15
"LINESTRING (-73.86591342874162 40.829932114723036, -73.86498592705075 40.83005641763279)",50653,49157,GLEASON AV,2,260.64158174,235720,250653,Fall15
"LINESTRING (-73.88753429565115 40.8225093396282, -73.88761046492272 40.823283912976194)",50851,49330,LONGFELLOW AV,2,282.99159544,246620,250851,Fall15
"LINESTRING (-73.88761046492272 40.823283912976194, -73.8877739758068 40.82522655092881)",50852,49331,LONGFELLOW AV,2,709.21886331,246620,250852,Fall15
"LINESTRING (-73.8877739758068 40.82522655092881, -73.88783268626791 40.82594659074879)",50853,49332,LONGFELLOW AV,2,262.83954778,246620,250853,Fall15
"LINESTRING (-73.88783268626791 40.82594659074879, -73.88783809181217 40.826015595619594, -73.88788939553864 40.826670268310615, -73.88789072083831 40.82668718811776, -73.88789510875797 40.826743186124425)",50854,49333,LONGFELLOW AV,2,290.74227896,246620,250854,Fall15
"LINESTRING (-73.88789510875797 40.826743186124425, -73.88795353627519 40.827478649116536, -73.88796124104226 40.827575628300494, -73.88805042498933 40.828698186493185)",50855,49334,LONGFELLOW AV,2,713.57402136,246620,250855,Fall15
"LINESTRING (-73.88805042498933 40.828698186493185, -73.88805444281773 40.829008843387335)",50856,49335,LONGFELLOW AV,2,113.18917544,246620,250856,Fall15
"LINESTRING (-73.88805444281773 40.829008843387335, -73.88805361133147 40.82950305257681)",50857,49336,LONGFELLOW AV,2,180.05880001,246620,250857,Fall15
"LINESTRING (-73.88805361014445 40.82950305347613, -73.88805547002251 40.829828719493825, -73.88722921292836 40.831201601347566)",50858,49337,LONGFELLOW AV,2,668.63075831,246620,250858,Fall15
"LINESTRING (-73.88624251114452 40.83285453581753, -73.88525225286037 40.83451252768085)",50860,49339,LONGFELLOW AV,2,663.31722514,246620,250860,Fall15
"LINESTRING (-73.85564696073432 40.82463286168405, -73.85258902668802 40.82504437433431)",50986,49458,STORY AV,2,859.49638364,266920,250986,Fall15
"LINESTRING (-73.85258902668802 40.82504437433431, -73.84952979914618 40.82545540800834)",50987,49459,STORY AV,2,859.81331293,266920,250987,Fall15
"LINESTRING (-73.84952979914618 40.82545540800834, -73.84646979573652 40.82586770125253)",50988,49460,STORY AV,2,860.09984401,266920,250988,Fall15
"LINESTRING (-73.84646979573652 40.82586770125253, -73.84341053550003 40.82628047263725)",50989,49461,STORY AV,2,859.92234559,266920,250989,Fall15
"LINESTRING (-73.99826496354049 40.63600586960813, -73.99606679487798 40.6346732814656)",51033,49504,52 ST,3,779.69955631,309180,351033,Fall15
"LINESTRING (-73.99606679487798 40.6346732814656, -73.99507463080414 40.634076730402725)",51050,49521,52 ST,3,350.81343834,309180,351050,Fall15
"LINESTRING (-73.99507463080414 40.634076730402725, -73.99386586465896 40.63334762998098)",51051,49522,52 ST,3,427.92595826,309180,351051,Fall15
"LINESTRING (-73.99386586465896 40.63334762998098, -73.99166432517383 40.6320164879864)",51052,49523,52 ST,3,780.12324476,309180,351052,Fall15
"LINESTRING (-73.99166432517383 40.6320164879864, -73.98946251878205 40.6306861591102)",51053,49524,52 ST,3,780.00653956,309180,351053,Fall15
